MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,SalePrice,House Age,Total Bathrooms,Total Porch SF,Log Gr Liv Area
80,RL,69.22459016393442,14115,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,TA,Unf,1372.0,GasA,TA,Y,SBrkr,1472,3,1,TA,Typ,2,TA,Attchd,1980.0,Unf,588.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,187500,29,3.0,281,7.294377299288821
20,RL,80.0,11088,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,TA,Unf,1140.0,GasA,Gd,Y,SBrkr,1707,3,1,TA,Typ,1,TA,Attchd,1978.0,Fin,479.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,184000,11,2.0,0,7.442492722794441
20,RL,80.0,9600,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,2524.0,GasA,TA,Y,SBrkr,2524,4,1,Gd,Typ,1,Gd,Attchd,1981.0,Fin,542.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,7,WD ,Normal,278000,28,3.5,594,7.8336002236611035
20,RL,82.0,11880,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1271.0,GasA,TA,Y,SBrkr,1601,3,1,TA,Typ,1,TA,Attchd,1978.0,RFn,478.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,COD,Abnorml,157000,31,2.0,0,7.3783837129967145
20,RL,80.0,10400,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1090.0,GasA,TA,Y,SBrkr,1370,3,1,TA,Typ,1,TA,Attchd,1976.0,RFn,479.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,6,WD ,Family,152000,33,2.0,0,7.222566018822171
60,RL,69.22459016393442,10304,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,TA,Unf,780.0,GasA,Ex,Y,SBrkr,1868,4,1,Gd,Typ,1,TA,Attchd,1976.0,Unf,484.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,197500,33,3.5,544,7.532623618788788
60,FV,70.0,7000,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,TA,Unf,926.0,GasA,Ex,Y,SBrkr,1884,3,1,Ex,Typ,1,Ex,Attchd,2003.0,RFn,581.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,240900,6,3.5,35,7.5411524551363085
60,FV,75.0,8004,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,832.0,GasA,Ex,Y,SBrkr,1935,3,1,TA,Typ,0,no_fireplace,BuiltIn,2009.0,Fin,552.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,12,New,Partial,263435,0,3.5,150,7.5678626054638825
60,FV,69.22459016393442,7500,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1058.0,GasA,Ex,Y,SBrkr,1874,3,1,Gd,Typ,1,TA,Attchd,2000.0,Fin,588.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,WD ,Normal,220000,8,2.5,134,7.535830462798367
60,FV,69.22459016393442,8470,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,TA,ALQ,972.0,GasA,Ex,Y,SBrkr,1811,3,1,Gd,Typ,1,Gd,Attchd,2002.0,RFn,565.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,235000,7,2.5,273,7.501634457883413
20,RL,69.22459016393442,9373,Pave,no_access,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,TA,CBlock,Gd,TA,Av,TA,LwQ,1621.0,GasA,TA,Y,SBrkr,1621,3,1,TA,Typ,2,Fa,Attchd,1975.0,RFn,478.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,213000,34,3.0,490,7.390798521735676
20,RL,78.0,10140,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,TA,Unf,1116.0,GasA,Ex,Y,SBrkr,1116,3,1,TA,Typ,1,TA,Attchd,1974.0,RFn,528.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,4,WD ,Normal,167900,35,3.0,0,7.017506142941256
20,RL,85.0,11050,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,1176.0,GasA,Fa,Y,SBrkr,1193,3,1,TA,Typ,1,TA,Attchd,1975.0,Unf,506.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,158000,34,2.0,40,7.084226422097916
20,RL,78.0,10140,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1064.0,GasA,TA,Y,SBrkr,1350,3,1,TA,Typ,1,TA,Attchd,1974.0,RFn,478.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,8,WD ,Normal,165000,35,2.0,0,7.2078598714324755
80,RL,69.22459016393442,10448,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,TA,Unf,689.0,GasA,TA,Y,SBrkr,2119,3,1,TA,Typ,1,TA,Attchd,1972.0,RFn,583.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,8,COD,Abnorml,158000,37,2.5,104,7.6586995582682995
90,RL,60.0,9000,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,896.0,GasA,TA,Y,SBrkr,1792,4,2,TA,Typ,0,no_fireplace,no_garage,no_garage,no_garage,0.0,no_garage,no_garage,Y,0,no_pool,no_fence,no_misc,0,9,WD ,Normal,136000,35,3.0,77,7.491087593534876
20,RL,69.22459016393442,8750,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,TA,Unf,1002.0,GasA,TA,Y,SBrkr,1002,3,1,TA,Typ,0,no_fireplace,Detchd,1973.0,Unf,902.0,TA,TA,Y,0,no_pool,MnPrv,no_misc,0,8,WD ,Normal,148500,39,2.0,0,6.90975328164481
20,RL,61.0,7930,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,1026.0,GasA,Gd,Y,SBrkr,1026,3,1,Gd,Typ,0,no_fireplace,Detchd,1969.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,156000,4,2.0,219,6.933423025730715
20,RL,69.22459016393442,7830,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,1180.0,GasA,TA,Y,SBrkr,1180,2,1,TA,Typ,0,no_fireplace,Attchd,1970.0,RFn,477.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,COD,Normal,128000,39,1.5,45,7.07326971745971
20,RL,69.22459016393442,8510,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,1043.0,GasA,Ex,Y,SBrkr,1050,3,1,TA,Typ,0,no_fireplace,Attchd,1971.0,Unf,336.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,143000,38,2.5,0,6.956545443151569
20,RL,60.0,7038,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,864.0,GasA,TA,Y,SBrkr,864,3,1,TA,Typ,0,no_fireplace,Detchd,2001.0,Unf,576.0,TA,TA,Y,0,no_pool,GdPrv,no_misc,0,9,WD ,Abnorml,76500,39,2.0,210,6.761572768804055
20,RL,60.0,6960,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,TA,BLQ,864.0,GasA,TA,Y,SBrkr,864,3,1,Gd,Typ,0,no_fireplace,Detchd,1989.0,Unf,660.0,TA,TA,Y,0,no_pool,no_fence,Shed,500,11,WD ,Normal,120500,39,1.0,96,6.761572768804055
20,RL,70.0,8120,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,TA,Unf,864.0,GasA,Ex,Y,SBrkr,864,3,1,TA,Typ,0,no_fireplace,Detchd,1994.0,Unf,463.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,124500,39,1.0,0,6.761572768804055
20,RL,70.0,10500,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,864.0,GasA,Gd,Y,SBrkr,864,2,1,TA,Typ,0,no_fireplace,Detchd,1989.0,Unf,576.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,3,WD ,Abnorml,97000,38,1.0,216,6.761572768804055
20,RL,60.0,9000,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,TA,Unf,864.0,GasA,Gd,Y,SBrkr,864,3,1,TA,Typ,0,no_fireplace,Detchd,1986.0,Unf,576.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,7,WD ,Normal,130000,3,1.0,200,6.761572768804055
160,RM,21.0,1680,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,TA,Unf,483.0,GasA,TA,Y,SBrkr,987,2,1,TA,Typ,0,no_fireplace,Detchd,1973.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,111000,36,2.5,0,6.894670039433482
160,RM,24.0,2368,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,312.0,TA,TA,CBlock,TA,TA,No,TA,Unf,765.0,GasA,TA,Y,SBrkr,1365,3,1,TA,Min1,0,no_fireplace,Attchd,1970.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,125000,39,1.5,36,7.21890970761906
160,RM,21.0,1680,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,TA,Unf,630.0,GasA,TA,Y,SBrkr,1302,3,1,TA,Typ,0,no_fireplace,Detchd,1991.0,Unf,280.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,COD,Abnorml,112000,38,2.5,0,7.171656822768514
160,RM,21.0,1680,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,TA,LwQ,483.0,GasA,TA,Y,SBrkr,987,2,1,TA,Typ,0,no_fireplace,Detchd,1972.0,Unf,288.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,97000,37,2.5,0,6.894670039433482
160,RM,21.0,1680,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,TA,Unf,483.0,GasA,Gd,Y,SBrkr,987,2,1,Gd,Typ,0,no_fireplace,Detchd,1972.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,118000,2,1.5,250,6.894670039433482
160,RM,21.0,1680,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,TA,Unf,630.0,GasA,TA,Y,SBrkr,1302,3,1,TA,Typ,0,no_fireplace,Detchd,1972.0,Unf,264.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,2,WD ,Normal,119500,37,2.5,185,7.171656822768514
120,RL,69.22459016393442,4928,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,958.0,GasA,TA,Y,SBrkr,958,2,1,TA,Typ,0,no_fireplace,Attchd,1976.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,143750,33,2.0,60,6.86484777797086
160,RL,24.0,2308,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,804.0,GasA,TA,Y,SBrkr,1548,3,1,TA,Typ,1,TA,Detchd,1976.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,WD ,Normal,146000,33,2.5,108,7.344719054149673
160,RL,24.0,2280,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,855.0,GasA,TA,Y,SBrkr,1456,3,1,TA,Typ,1,TA,Attchd,1976.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,148500,33,2.5,87,7.283448228756631
120,RL,24.0,2280,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,LwQ,1057.0,GasA,TA,Y,SBrkr,1055,2,1,TA,Typ,1,Fa,Attchd,1975.0,RFn,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,WD ,Normal,123000,34,2.5,27,6.961296045910167
160,RL,24.0,2308,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Rec,855.0,GasA,TA,Y,SBrkr,1322,3,1,TA,Typ,1,Fa,Attchd,1974.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,147000,35,3.0,260,7.186901020411631
160,RL,24.0,2349,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,855.0,GasA,TA,Y,SBrkr,1456,3,1,TA,Typ,1,TA,Attchd,1977.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,137900,32,2.5,28,7.283448228756631
160,RL,24.0,2364,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,TA,Unf,804.0,GasA,TA,Y,SBrkr,1548,3,1,TA,Typ,1,TA,Detchd,1978.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,147000,31,3.0,108,7.344719054149673
160,RL,24.0,2289,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,855.0,GasA,TA,Y,SBrkr,1441,3,1,TA,Typ,1,TA,Attchd,1978.0,Unf,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,148500,31,2.5,28,7.273092595999522
160,RL,24.0,2364,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,TA,Unf,855.0,GasA,TA,Y,SBrkr,1456,3,1,TA,Typ,1,TA,Attchd,1978.0,Fin,440.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,138000,31,2.5,147,7.283448228756631
120,RL,24.0,2104,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,TA,Unf,836.0,GasA,TA,Y,SBrkr,836,2,1,TA,Typ,0,no_fireplace,Attchd,1976.0,Unf,345.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,10,WD ,Normal,128500,33,1.5,170,6.728628613084702
20,RL,65.0,7150,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,TA,Unf,892.0,GasA,TA,Y,SBrkr,892,3,1,TA,Typ,0,no_fireplace,Attchd,1967.0,RFn,288.0,TA,TA,Y,0,no_pool,GdWo,no_misc,0,7,WD ,Normal,100000,42,1.0,0,6.79346613258001
20,RL,69.22459016393442,10710,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,TA,No,TA,Unf,864.0,GasA,Ex,Y,SBrkr,1120,3,1,TA,Typ,1,TA,Attchd,1966.0,RFn,656.0,TA,TA,Y,0,no_pool,no_fence,Shed,1200,7,WD ,Normal,148800,5,1.5,162,7.02108396428914
20,RL,96.0,12456,Pave,no_access,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1700.0,GasA,Ex,Y,SBrkr,1718,3,1,Ex,Typ,1,Gd,Attchd,2008.0,Fin,786.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,337500,2,3.0,264,7.4489161025442
60,RL,110.0,14257,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,TA,PConc,Ex,TA,No,TA,Unf,1776.0,GasA,Ex,Y,SBrkr,2772,4,1,Ex,Typ,3,Gd,BuiltIn,2007.0,Fin,754.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,WD ,Normal,462000,2,4.5,199,7.927324360309794
60,RL,104.0,13518,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,TA,Unf,1926.0,GasA,Ex,Y,SBrkr,3140,4,1,Ex,Typ,2,Gd,BuiltIn,2009.0,Fin,820.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,485000,0,3.5,222,8.0519780789023
20,RL,105.0,15431,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,TA,ALQ,3094.0,GasA,Ex,Y,SBrkr,2402,2,1,Ex,Typ,2,Gd,Attchd,2008.0,Fin,672.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,4,WD ,Normal,555000,1,3.0,242,7.784057002639929
20,RL,108.0,13173,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1652.0,GasA,Ex,Y,SBrkr,1652,2,1,Ex,Typ,2,Ex,Attchd,2006.0,Fin,840.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,11,WD ,Normal,325000,2,3.0,506,7.409741954080923
20,RL,110.0,14230,Pave,no_access,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,TA,Unf,1566.0,GasA,Ex,Y,SBrkr,1600,3,1,Gd,Typ,1,Gd,Attchd,2007.0,RFn,890.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,256300,2,2.0,56,7.3777589082278725
20,RL,98.0,12704,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,TA,Unf,2042.0,GasA,Ex,Y,SBrkr,2042,3,1,Ex,Typ,1,Gd,Attchd,2009.0,RFn,1390.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,8,New,Partial,253293,0,2.5,90,7.621684998724611
60,RL,95.0,12350,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,TA,Unf,1365.0,GasA,Ex,Y,SBrkr,2690,3,1,Ex,Typ,1,Gd,Attchd,2009.0,RFn,864.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,New,Partial,398800,0,3.5,197,7.897296472595885
60,RL,96.0,11308,Pave,no_access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,TA,Unf,1104.0,GasA,Ex,Y,SBrkr,2184,3,1,Ex,Typ,1,Gd,Attchd,2008.0,Fin,836.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,7,WD ,Normal,335000,1,3.5,102,7.688913336864796
20,RL,95.0,12350,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,TA,Unf,2020.0,GasA,Ex,Y,SBrkr,2020,3,1,Ex,Typ,1,Gd,Attchd,2008.0,RFn,896.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,5,WD ,Normal,404000,1,3.0,290,7.61085279039525
20,RL,94.0,12220,Pave,no_access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,TA,Unf,2006.0,GasA,Ex,Y,SBrkr,2020,3,1,Ex,Typ,1,Gd,Attchd,2009.0,Fin,900.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,9,New,Partial,402861,0,3.5,210,7.61085279039525
60,RL,97.0,13478,Pave,no_access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,TA,Unf,1722.0,GasA,Ex,Y,SBrkr,2296,3,1,Ex,Typ,1,Gd,BuiltIn,2008.0,RFn,842.0,TA,TA,Y,0,no_pool,no_fence,no_misc,0,6,Con,Normal,451950,1,3.5,656,7.738923757439457
